11718947|UNIBH|1
11910221|UNIBH|1
11916224|UNIBH|1
119124261|UNIBH|1
119110967|UNIBH|1
119128219|UNIBH|1
119128341|UNIBH|1
11916538|UNIBH|1
11826679|UNIBH|1
11824519|UNIBH|1
11811363|UNIBH|1
11826523|UNIBH|1
11911195|UNIBH|1
11913503|UNIBH|1
119110632|UNIBH|1
119123490|UNIBH|1
119124702|UNIBH|1
11825203|UNIBH|1
119122848|UNIBH|1
11918969|UNIBH|1
119123108|UNIBH|1
119126923|UNIBH|1
11918991|UNIBH|1
11919121|UNIBH|1
119110767|UNIBH|1
119125572|UNIBH|1
119126816|UNIBH|1
11916322|UNIBH|1
11919120|UNIBH|1
119111685|UNIBH|1
119121354|UNIBH|1
119126007|UNIBH|1
11910619|UNIBH|1
119110745|UNIBH|1
119124633|UNIBH|1
119125581|UNIBH|1
119126096|UNIBH|1
11916598|UNIBH|1
11918711|UNIBH|1
119111428|UNIBH|1
119120211|UNIBH|1
119126117|UNIBH|1
11424781|UNIBH|1
11424926|UNIBH|1
116110525|UNIBH|1
11614996|UNIBH|1
116121006|UNIBH|1
11613410|UNIBH|1
11514557|UNIBH|1
115115661|UNIBH|1
11510013|UNIBH|1
11510927|UNIBH|1
11519850|UNIBH|1
115110205|UNIBH|1
115112216|UNIBH|1
11614478|UNIBH|1
11615017|UNIBH|1
11910133|UNIBH|1
11912892|UNIBH|1
119119957|UNIBH|1
119122163|UNIBH|1
11911073|UNIBH|1
11914460|UNIBH|1
119111773|UNIBH|1
11910977|UNIBH|1
11913736|UNIBH|1
11914498|UNIBH|1
119126335|UNIBH|1
119126912|UNIBH|1
11910937|UNIBH|1
119122069|UNIBH|1
119110613|UNIBH|1
119125193|UNIBH|1
11910152|UNIBH|1
11916332|UNIBH|1
11918858|UNIBH|1
119118996|UNIBH|1
119126801|UNIBH|1
11914042|UNIBH|1
11913154|UNIBH|1
119128027|UNIBH|1
119122437|UNIBH|1
119110277|UNIBH|1
119121054|UNIBH|1
11917626|UNIBH|1
11620878|UNIBH|1
11913639|UNIBH|1
11916458|UNIBH|1
119123641|UNIBH|1
11910131|UNIBH|1
119111537|UNIBH|1
119121772|UNIBH|1
119123224|UNIBH|1
119124991|UNIBH|1
119128055|UNIBH|1
119128074|UNIBH|1
119128087|UNIBH|1
11919496|UNIBH|1
119121910|UNIBH|1
119128178|UNIBH|1
119122843|UNIBH|1
119123010|UNIBH|1
119128148|UNIBH|1
11827933|UNIBH|1
11911202|UNIBH|1
119123548|UNIBH|1
119128263|UNIBH|1
11722213|UNIBH|1
11614984|UNIBH|1
11628211|UNIBH|1
11916434|UNIBH|1
11910129|UNIBH|1
11915659|UNIBH|1
119127233|UNIBH|1
117118234|UNIBH|1
119127633|UNIBH|1
11826472|UNIBH|1
11914022|UNIBH|1
119120349|UNIBH|1
11827241|UNIBH|1
11721327|UNIBH|1
11724654|UNIBH|1
11829204|UNIBH|1
119126067|UNIBH|1
11915896|UNIBH|1
11322331|UNIBH|1
11916337|UNIBH|1
11912850|UNIBH|1
119128070|UNIBH|1
119128129|UNIBH|1
119129011|UNIBH|1
119126631|UNIBH|1
119128060|UNIBH|1
11420255|UNIBH|1
11421003|UNIBH|1
11421152|UNIBH|1
11423326|UNIBH|1
11420299|UNIBH|1
11418308|UNIBH|1
11516785|UNIBH|1
11628586|UNIBH|1
11517271|UNIBH|1
11421012|UNIBH|1
11421149|UNIBH|1
11423089|UNIBH|1
11423441|UNIBH|1
11627634|UNIBH|1
